meteor,bert_f1,halluc,P_Hallucinatory,P_Bad,P_Good,P_Perfect
0.810179493484141,0.910298705101013,1,0.04110102099171354,0.017535207183614156,0.23233213795469498,0.7090316338699774
0.465983164395863,0.896502733230591,1,0.16484682274274434,0.05805719573352999,0.431050755624456,0.34604522589926967
0.35818848904866,0.882195174694061,0,0.2670842551516262,0.07913705068695132,0.43100940938260407,0.2227692847788184
0.122377622377622,0.844645619392395,0,0.6025784791670589,0.08525205383299672,0.24772204431389766,0.06444742268604675
0.543735224586288,0.92105370759964,1,0.09474567541083039,0.03727104469968488,0.36849514276016637,0.4994881371293184
0.9990234375,0.999999940395355,1,0.006079619824538204,0.0027310763406721674,0.04651264742178724,0.9446766564130024
0.9990234375,0.999999940395355,1,0.006079619824538204,0.0027310763406721674,0.04651264742178724,0.9446766564130024
0.104712041884817,0.829006016254425,0,0.6673516589395091,0.07724660484362067,0.20591504571978325,0.04948669049708698
0.703125,0.920425176620483,1,0.05368438088105067,0.022477329789014636,0.2758092417470732,0.6480290475828615
0.888073394495413,0.932324767112732,2/3,0.022963209844545987,0.010063473222885679,0.15066044747882604,0.8163128694537423
0.125786163522013,0.838643848896027,0,0.6186891709005109,0.08350410483659276,0.2373266637491942,0.06048006051370214
0.837909130060293,0.949738442897797,1,0.022088564878159744,0.009692634190303702,0.14602354740272597,0.8221952535288106
0.9990234375,0.999999940395355,1,0.006079619824538204,0.0027310763406721674,0.04651264742178724,0.9446766564130024
0.820059731209557,0.948242664337158,1,0.024112285094453123,0.010549182902695957,0.15664259346972137,0.8086959385331296
0.357022471910112,0.89546412229538,0,0.23431508062889062,0.07350548434778487,0.43771905508668013,0.2544603799366444
0.320724774595598,0.889272212982178,2/3,0.2770607506172654,0.08065034619096878,0.4281203153953166,0.2141685877964492
0.42652027027027,0.888637363910675,2/3,0.2038092129659671,0.06732440757344132,0.4390781258495254,0.2897882536110662
0.9990234375,1.0,1,0.006079614960907629,0.0027310741752080434,0.04651261238556337,0.9446766984783209
0.506264255727083,0.91279137134552,0,0.1192580502969508,0.04516233143504825,0.40011564531610033,0.43546397295190065
0.302883057985099,0.862312972545624,1,0.37155899571495404,0.09057399041358521,0.38773074465060764,0.1501362692208531
0.2482421875,0.874021470546722,0,0.38443105691780033,0.09133628603336608,0.38094950319607257,0.14328315385276102
0.527659574468085,0.893565893173218,2/3,0.13904937737030548,0.05103958968309688,0.4171829352642018,0.3927280976823958
0.970525853872596,0.970292091369629,1,0.010105350619624557,0.004512910357503931,0.07441743888698059,0.9109643001358909
0.9990234375,1.00000011920929,1,0.006079605233658103,0.002731069844284879,0.04651254231318941,0.9446767826088676
0.9990234375,0.999999940395355,1,0.006079619824538204,0.0027310763406721674,0.04651264742178724,0.9446766564130024
0.0952380952380953,0.829609215259552,1/3,0.6737054952287069,0.07632380407720041,0.20181948882095135,0.04815121187314131
0.259238830667402,0.879165351390839,1,0.358223593230183,0.08963991711599817,0.3945085784224988,0.15762791123132003
0.443755739210285,0.9115229845047,2/3,0.14946061863721835,0.05395822035845299,0.423782567226171,0.3727985937781576
0.956325301204819,0.971847116947174,1,0.01045451151949319,0.004666458915214909,0.07673802221269742,0.9081410073525945
0.9990234375,1.0,1,0.006079614960907629,0.0027310741752080434,0.04651261238556337,0.9446766984783209
0.438995759768105,0.856901586055756,2/3,0.27235558177030705,0.07994816100878827,0.42952633110037247,0.2181699261205322
0.295698924731183,0.86841082572937,0,0.3589575814179708,0.08969518693199774,0.3941425903805366,0.15720464126949485
0.099009900990099,0.839524209499359,1/3,0.640240958355179,0.08091162016614373,0.22341053436295655,0.0554368871157207
